generation,best_fitness,avg_fitness
0,0.19633333333333333,0.10132388888888891
1,0.23041666666666666,0.12440648148148147
2,0.2863888888888889,0.14673388888888889
3,0.2865,0.16190185185185185
4,0.2878611111111111,0.17679407407407405
